dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
087_SVDB_id_4_Medical_tr_5421_1st_5521,0.298060,0.816775,0.290970,0.764217,0.315561,0.947731,0.295150,0.270075
128_TAO_id_13_Environment_tr_500_1st_7,0.862016,0.935151,0.139962,0.497074,0.247344,0.247649,0.292519,0.395909
123_TAO_id_8_Environment_tr_500_1st_62,0.932095,0.981824,0.049873,0.489702,0.093009,0.102060,0.237837,0.290980
124_TAO_id_9_Environment_tr_500_1st_1,0.927125,0.981190,0.050652,0.522440,0.097188,0.102532,0.136878,0.208955
126_TAO_id_11_Environment_tr_500_1st_7,0.969798,0.990280,0.096453,0.499610,0.176012,0.177512,0.250781,0.342997
111_SVDB_id_28_Medical_tr_1791_1st_1891,0.318877,0.810767,0.283722,0.756379,0.304670,0.984288,0.409533,0.323894
125_TAO_id_10_Environment_tr_500_1st_9,0.976271,0.990856,0.097000,0.501985,0.172658,0.176356,0.179373,0.284033
088_SVDB_id_5_Medical_tr_500_1st_168,0.142940,0.637259,0.116112,0.557329,0.203808,0.697420,0.369535,0.396872
122_TAO_id_7_Environment_tr_500_1st_19,0.804314,0.935911,0.095094,0.499524,0.173244,0.176067,0.230209,0.325605
121_TAO_id_6_Environment_tr_500_1st_7,0.862016,0.935151,0.139962,0.497074,0.247344,0.247649,0.292519,0.395909
117_TAO_id_2_Environment_tr_500_1st_1,0.779501,0.894538,0.136044,0.496800,0.245177,0.249218,0.196328,0.317733
119_TAO_id_4_Environment_tr_500_1st_1,0.948336,0.983112,0.093339,0.498963,0.173221,0.174188,0.168389,0.272608
030_MITDB_id_12_Medical_tr_50000_1st_84572,0.056769,0.629410,0.048037,0.587831,0.107669,0.510180,0.170561,0.210738
120_TAO_id_5_Environment_tr_500_1st_3,0.975616,0.990264,0.099801,0.504532,0.174229,0.180061,0.194916,0.294906
172_SWaT_id_2_Sensor_tr_23700_1st_23800,0.408956,0.582503,0.644620,0.831226,0.777754,0.858129,5.833322,0.399752
