dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
169_SMAP_id_26_Sensor_tr_1811_1st_4510,0.018530,0.455099,0.010877,0.468317,0.022116,0.189032,0.000056,0.006717
170_SMAP_id_27_Sensor_tr_2160_1st_4690,0.034981,0.836106,0.024613,0.766440,0.059898,0.669291,0.731472,0.209198
080_LTDB_id_2_Medical_tr_500_1st_266,0.175309,0.508263,0.129215,0.433620,0.258702,0.385286,0.176849,0.302583
148_SMAP_id_5_Sensor_tr_2011_1st_5060,0.012212,0.533179,0.007316,0.452722,0.025170,0.041484,0.001175,0.016005
147_SMAP_id_4_Sensor_tr_2160_1st_6449,0.010299,0.312304,0.008405,0.234637,0.027635,0.422339,0.580323,0.212221
146_SMAP_id_3_Sensor_tr_2128_1st_5000,0.084740,0.729499,0.066662,0.732241,0.171092,0.887273,0.304063,0.143422
029_MITDB_id_11_Medical_tr_50000_1st_518037,0.222975,0.853866,0.436518,0.824806,0.490519,1.000000,0.017663,0.097100
151_SMAP_id_8_Sensor_tr_1971_1st_4870,0.156337,0.737091,0.106604,0.565400,0.228066,0.987805,4.314339,0.266388
150_SMAP_id_7_Sensor_tr_2077_1st_5394,0.547633,0.955856,0.483449,0.921002,0.623095,1.000000,0.291246,0.143132
149_SMAP_id_6_Sensor_tr_2128_1st_5000,0.063935,0.454449,0.059093,0.428129,0.134302,0.945778,0.324438,0.164246
152_SMAP_id_9_Sensor_tr_2073_1st_5600,0.189721,0.828948,0.185400,0.803280,0.330931,0.990741,0.296749,0.166829
068_SMD_id_12_Facility_tr_1099_1st_1199,0.159100,0.592517,0.261270,0.767772,0.371046,0.500000,68.166146,0.432932
057_SMD_id_1_Facility_tr_4529_1st_4629,0.156824,0.814223,0.178945,0.798207,0.300991,0.559036,0.733210,0.339719
067_SMD_id_11_Facility_tr_1980_1st_2080,0.031476,0.231771,0.030989,0.247204,0.092378,0.091066,3.830506,0.374839
073_SMD_id_17_Facility_tr_5926_1st_10620,0.034907,0.850160,0.032969,0.853306,0.099413,0.241379,51.766101,0.662433
071_SMD_id_15_Facility_tr_1109_1st_1209,0.202965,0.629986,0.364722,0.818305,0.411081,0.577367,45.968034,0.434265
070_SMD_id_14_Facility_tr_1070_1st_1170,0.162170,0.760041,0.177200,0.756742,0.246494,0.495951,14.782878,0.361757
022_MITDB_id_4_Medical_tr_50000_1st_54253,0.052938,0.538142,0.048995,0.511319,0.093667,0.794977,0.027252,0.123382
066_SMD_id_10_Facility_tr_2634_1st_2734,0.178377,0.508040,0.496677,0.688334,0.592167,0.937466,376.888125,3.513361
069_SMD_id_13_Facility_tr_5925_1st_12760,0.302006,0.837958,0.225562,0.790083,0.441305,0.814148,9.261027,0.489089
076_SMD_id_20_Facility_tr_5925_1st_17580,0.503430,0.985079,0.455187,0.983031,0.685134,0.917379,24.305189,0.404499
074_SMD_id_18_Facility_tr_7174_1st_21230,0.412922,0.892495,0.137449,0.820885,0.297292,0.787276,159.997952,1.749195
059_SMD_id_3_Facility_tr_757_1st_857,0.048878,0.721450,0.037219,0.747010,0.132970,0.063694,21815.171755,3.195836
077_SMD_id_21_Facility_tr_3026_1st_3126,0.260368,0.853487,0.134991,0.826041,0.287093,0.121532,29.683724,0.388243
072_SMD_id_16_Facility_tr_7119_1st_15849,0.657851,0.949485,0.626480,0.958083,0.733282,0.341133,538.865010,0.564830
058_SMD_id_2_Facility_tr_1087_1st_1187,0.354111,0.869813,0.290131,0.910805,0.412134,0.723691,2.372751,0.306428
060_SMD_id_4_Facility_tr_7176_1st_10609,0.700266,0.986712,0.620648,0.940498,0.615380,0.924598,65.140694,0.366521
075_SMD_id_19_Facility_tr_564_1st_664,0.124638,0.803490,0.076172,0.861974,0.165731,0.034589,925.668929,0.917890
026_MITDB_id_8_Medical_tr_30495_1st_30595,0.130161,0.682880,0.141033,0.679829,0.206060,0.934139,0.035526,0.138484
078_SMD_id_22_Facility_tr_500_1st_326,0.070761,0.376165,0.055931,0.579355,0.157998,0.137166,13428.569464,8.533077
061_SMD_id_5_Facility_tr_7176_1st_15144,0.142505,0.800270,0.113935,0.789108,0.214696,0.643197,4.367356,0.372718
064_SMD_id_8_Facility_tr_2272_1st_2372,0.340888,0.900645,0.247318,0.874988,0.460112,0.220204,12.950817,0.295615
065_SMD_id_9_Facility_tr_737_1st_837,0.303759,0.754520,0.288513,0.838419,0.473552,0.526527,16.304020,0.355705
062_SMD_id_6_Facility_tr_7180_1st_15131,0.673248,0.963542,0.669631,0.966698,0.714914,0.922815,570.548023,0.669811
020_MITDB_id_2_Medical_tr_50000_1st_52315,0.003721,0.707169,0.003516,0.682878,0.014917,0.563117,0.008438,0.068935
063_SMD_id_7_Facility_tr_5923_1st_6506,0.481839,0.909313,0.498012,0.871769,0.520170,0.863768,0.476918,0.338087
094_SVDB_id_11_Medical_tr_20100_1st_23611,0.546281,0.976712,0.382702,0.910143,0.489357,0.769857,0.179072,0.280346
081_LTDB_id_3_Medical_tr_500_1st_26,0.523482,0.751986,0.457664,0.696550,0.549160,0.946090,0.342867,0.375140
031_MITDB_id_13_Medical_tr_50000_1st_79433,0.036198,0.634302,0.030192,0.541141,0.047800,0.714692,0.057687,0.180552
115_PSM_id_1_Facility_tr_50000_1st_129872,0.155036,0.589976,0.130542,0.589408,0.244279,0.603026,0.178683,0.236020
137_CreditCard_id_1_Finance_tr_500_1st_541,0.047380,0.803525,0.003899,0.633890,0.015313,0.016928,1.745726,0.865279
100_SVDB_id_17_Medical_tr_17803_1st_17903,0.193581,0.884974,0.129725,0.810641,0.230474,0.723261,0.048217,0.136938
084_SVDB_id_1_Medical_tr_12973_1st_13073,0.070332,0.698953,0.052850,0.605039,0.132573,0.712591,0.125046,0.225400
102_SVDB_id_19_Medical_tr_50000_1st_107354,0.304460,0.857653,0.354997,0.852477,0.331696,0.855134,0.198000,0.283981
021_MITDB_id_3_Medical_tr_50000_1st_57595,0.024377,0.584811,0.025971,0.530665,0.044125,0.649643,0.013974,0.060957
106_SVDB_id_23_Medical_tr_37500_1st_121963,0.048961,0.930527,0.056532,0.918533,0.091433,1.000000,0.207024,0.325646
096_SVDB_id_13_Medical_tr_500_1st_444,0.063819,0.695650,0.044087,0.592097,0.082267,0.656461,0.370255,0.318942
104_SVDB_id_21_Medical_tr_50000_1st_106634,0.184366,0.808042,0.133383,0.741976,0.286731,0.886655,0.092717,0.189002
095_SVDB_id_12_Medical_tr_6264_1st_6364,0.060595,0.669697,0.043290,0.569924,0.071912,0.634686,0.191767,0.262701
103_SVDB_id_20_Medical_tr_12167_1st_12267,0.059731,0.751814,0.041819,0.664406,0.101200,0.482120,0.621922,0.374991
