pred_len,backbone,dataset_key,family,vus_pr,vus_roc,auc_pr,auc_roc,standard_f1,pa_f1,status
96,DLinear,GHL_id_16,GHL,0.0229318054373041,0.3887655306046825,0.0215765394994328,0.3875016783089626,0.04240823453344,0.0423842705881439,ok
96,DLinear,GHL_id_17,GHL,0.0769291854891279,0.7769584567885759,0.0726141499300812,0.775305725544502,0.1353953291743703,0.1353454463037812,ok
96,DLinear,GHL_id_18,GHL,0.0618510144012327,0.5554843211192225,0.0595654694175486,0.5537639108880341,0.1124327075074547,0.1122870209235501,ok
96,DLinear,GHL_id_19,GHL,0.0089436709509834,0.3434993170183286,0.0087531694235165,0.3410282987768284,0.0185457128392535,0.0185261154231141,ok
96,DLinear,GHL_id_2,GHL,0.0127767487931356,0.2520442296911121,0.0119774080185169,0.2511054797010844,0.0241052674875148,0.0236142452582927,ok
96,DLinear,GHL_id_20,GHL,0.0095617263260033,0.3647351119624308,0.0091526674146596,0.364438408530758,0.0181391319956525,0.0180916430584142,ok
96,DLinear,GHL_id_21,GHL,0.0097452825870362,0.4923335979199563,0.0092388201712654,0.4914661106365874,0.0183083100750074,0.0183012448993054,ok
96,DLinear,GHL_id_22,GHL,0.0876603388941106,0.6522301885723607,0.0758207247737645,0.6529032863876852,0.1591161824879614,0.1591078978003798,ok
96,DLinear,GHL_id_23,GHL,0.0527022397808525,0.6838816385509537,0.0422024596300713,0.6892002223646843,0.1041523138790452,0.1040647687526998,ok
96,DLinear,GHL_id_24,GHL,0.0119178853111502,0.574848362930878,0.0113206700400543,0.5742793680147946,0.0223876727472448,0.0223873973818504,ok
96,DLinear,GHL_id_25,GHL,0.0344406780335737,0.5382057112489754,0.0327759476252032,0.5377456732552055,0.0634709403251827,0.0634433771894422,ok
96,DLinear,GHL_id_3,GHL,0.0242436310510978,0.6015578243923638,0.0229693821367869,0.6010086731757555,0.0449068329975698,0.0448747179253335,ok
96,DLinear,GHL_id_4,GHL,0.025165239631832,0.4471195652027948,0.0237663486723958,0.4467504359109525,0.0464287902396169,0.0464232852217212,ok
96,DLinear,GHL_id_5,GHL,0.0150970321122986,0.3335944625222189,0.0125887673143509,0.3411906196615338,0.0322639015046326,0.0322462181669232,ok
96,DLinear,GHL_id_6,GHL,0.0161429481024578,0.4001265825151523,0.0152716737459795,0.3989224518636283,0.0300836194346603,0.0300652541690163,ok
96,DLinear,GHL_id_7,GHL,0.0146436566945969,0.4908811865847859,0.0120767151316729,0.4974042618857832,0.0308220813999004,0.0308134197442213,ok
96,DLinear,GHL_id_8,GHL,0.0085400643349476,0.3020757384034506,0.0081678321678321,0.3013735144568557,0.0162031576319612,0.0153013768619076,ok
96,DLinear,GHL_id_9,GHL,0.0194433700525431,0.4618759722731942,0.0162218774706333,0.4684723883708088,0.0414675635205058,0.0414398930583405,ok
96,DLinear,Genesis,Genesis,0.3068245412910074,0.991781288476288,0.0948694115343615,0.955917130488559,0.2385935980652453,0.6153846153846154,ok
96,DLinear,LTDB_id_1,LTDB,0.6019979597813104,0.9166165146768424,0.4573364771945624,0.8566612492400191,0.5169228860324527,0.9014084507042254,ok
96,DLinear,LTDB_id_2,LTDB,0.1726122759137192,0.5030072266598383,0.127328879192383,0.4263826220746716,0.2587020494871929,0.3842728184553661,ok
96,DLinear,LTDB_id_3,LTDB,0.5236796330199095,0.7518910837424148,0.4577641844072774,0.6963091782331722,0.549321906376091,0.9449618449022036,ok
96,DLinear,LTDB_id_4,LTDB,0.5037524163746887,0.8704674476400779,0.371728036391054,0.7787103838593209,0.4667364667376377,0.9292300323314572,ok
96,DLinear,LTDB_id_5,LTDB,0.0111994745067574,0.5765907985301858,0.0114970113595891,0.6309421588925062,0.0505609955209716,0.3653198653198653,ok
96,DLinear,MITDB_id_1,MITDB,0.2220561852863095,0.7013296764185462,0.226980631884414,0.6996098856851507,0.3175837957270806,1.0,ok
96,DLinear,MITDB_id_10,MITDB,0.0253711457667555,0.7480216630904348,0.0774259032998006,0.6720073786654259,0.1490826835538388,0.6666666666666666,ok
96,DLinear,MITDB_id_11,MITDB,0.2245758922415212,0.8581746294421728,0.4386257325150064,0.8283662663721568,0.4905189718434145,1.0,ok
96,DLinear,MITDB_id_12,MITDB,0.0701712470656262,0.6720075140745341,0.0545883930582693,0.6057617799701804,0.1025789039671255,0.8745845782000067,ok
96,DLinear,MITDB_id_13,MITDB,0.0364717138674247,0.6344153115253167,0.0303752865718642,0.542464588746254,0.0478598646769435,0.6866685338187929,ok
96,DLinear,MITDB_id_2,MITDB,0.0036439537646627,0.7047576499606696,0.0034432931246118,0.6799104797400416,0.0150237721675186,0.5631168831168831,ok
96,DLinear,MITDB_id_3,MITDB,0.0224446563237222,0.5620268859914508,0.0240516618223598,0.5069114977296099,0.0385012801112027,0.618134515320871,ok
96,DLinear,MITDB_id_4,MITDB,0.0533728286480453,0.5426025593033161,0.0492903116042994,0.5152888862686091,0.0930868257188209,0.7845477146681966,ok
96,DLinear,MITDB_id_5,MITDB,0.0672221185627709,0.8537496923041427,0.1525705549063467,0.7643223354188373,0.2203356435438641,1.0,ok
96,DLinear,MITDB_id_6,MITDB,0.1918105355174687,0.8812070543013867,0.5993014142992983,0.8427369916968606,0.6930986842776916,1.0,ok
96,DLinear,MITDB_id_7,MITDB,0.2692234349955677,0.8794247220047452,0.1947405930252607,0.8286737003518498,0.2751779326004215,0.9002557544757033,ok
96,DLinear,MITDB_id_8,MITDB,0.1503602288089755,0.6877922256870083,0.1591146049564142,0.6847926330572238,0.207835708243523,0.973721401016004,ok
96,DLinear,MITDB_id_9,MITDB,0.0136172914466612,0.8347800320767117,0.012495709711292,0.8148321493034817,0.0301177535281734,0.6900398406374502,ok
96,DLinear,MSL_id_1,MSL,0.1592181149724194,0.9344278850491944,0.0195546597833549,0.7288245895074088,0.0606016164875181,0.4782608695652174,ok
96,DLinear,MSL_id_10,MSL,0.0552033573169507,0.7679918868043404,0.0404365461664101,0.7441539557433507,0.1310456767940744,0.1599511599511599,ok
96,DLinear,MSL_id_11,MSL,0.6851231349189357,0.9645459226020624,0.3928197325940635,0.8832020428320204,0.417716906796639,1.0,ok
96,DLinear,MSL_id_12,MSL,0.1060457063315455,0.9169869613389692,0.0345531320936741,0.7870051937113982,0.1045723423376274,0.5977011494252874,ok
96,DLinear,MSL_id_13,MSL,0.069581055881745,0.7621102814154416,0.0529670743233211,0.7304363978161907,0.1693290514921335,0.2126909518213866,ok
96,DLinear,MSL_id_14,MSL,0.2018308621534253,0.6259843984841981,0.1983000422732513,0.6165869014706225,0.2875270806997596,1.0,ok
96,DLinear,MSL_id_15,MSL,0.3113347056359569,0.8516786978284461,0.2692773404966245,0.8569840664924506,0.4988084463832796,0.7714285714285715,ok
96,DLinear,MSL_id_16,MSL,0.1848333305814397,0.7376559644997983,0.1420767071196053,0.6566230316940149,0.245818116325342,0.9757412398921832,ok
96,DLinear,MSL_id_2,MSL,0.2158426376686694,0.7587843515934263,0.1956216230815472,0.7245031803882249,0.3091198810630543,0.9620253164556962,ok
96,DLinear,MSL_id_3,MSL,0.1057216018795569,0.3835407450432851,0.0734223300970873,0.3748375920311823,0.1367991778120687,0.1044454035390591,ok
96,DLinear,MSL_id_4,MSL,0.069905197977528,0.7544641837162304,0.0290596811108931,0.5934722029581248,0.0677918173454559,0.9281045751633988,ok
96,DLinear,MSL_id_5,MSL,0.0637034719825121,0.312896786313766,0.0623381811339066,0.3033041794097032,0.1612193778605465,0.4910040626813697,ok
